IID	PRS	PRS_Risk_Group	PRS_Percentile	sample	pop	super_pop	gender
HG01088	0.0209104799999999	Low	8.226837060702875	HG01088	PUR	AMR	male
HG01089	0.09169961	Low	10.543130990415335	HG01089	PUR	AMR	female
HG01092	0.50404487	Intermediate	29.313099041533548	HG01092	PUR	AMR	female
HG01094	0.8126358399999999	Intermediate	54.75239616613419	HG01094	PUR	AMR	male
HG01095	-0.4759764240999999	Low	0.3594249201277955	HG01095	PUR	AMR	female
HG01097	-0.07557084	Low	5.5910543130990416	HG01097	PUR	AMR	male
HG01098	0.6030274999999999	Intermediate	36.90095846645367	HG01098	PUR	AMR	female
HG01101	0.63622169	Intermediate	39.29712460063898	HG01101	PUR	AMR	male
HG01102	0.0547670611999999	Low	9.145367412140574	HG01102	PUR	AMR	female
HG01104	0.29010564	Low	18.490415335463258	HG01104	PUR	AMR	male
HG01105	0.14107261	Low	12.460063897763575	HG01105	PUR	AMR	female
HG01107	0.1933530399999999	Low	14.297124600638975	HG01107	PUR	AMR	male
HG01108	0.57619538	Intermediate	34.70447284345048	HG01108	PUR	AMR	female
HG01110	0.1024331999999999	Low	10.86261980830671	HG01110	PUR	AMR	male
HG01111	0.42205856	Intermediate	25.19968051118211	HG01111	PUR	AMR	female
HG01112	0.40852349	Intermediate	24.48083067092652	HG01112	CLM	AMR	male
HG01113	0.29166777	Low	18.570287539936103	HG01113	CLM	AMR	female
HG01119	0.17317197	Low	13.378594249201278	HG01119	CLM	AMR	female
HG01121	0.4286966200000001	Intermediate	25.47923322683706	HG01121	CLM	AMR	male
HG01122	0.44476491	Intermediate	26.477635782747605	HG01122	CLM	AMR	female
HG01124	0.335108304	Intermediate	20.60702875399361	HG01124	CLM	AMR	male
HG01125	0.6754697200000002	Intermediate	42.57188498402556	HG01125	CLM	AMR	female
HG01130	0.4581169	Intermediate	27.27635782747604	HG01130	CLM	AMR	male
HG01131	0.2343023799999999	Low	15.774760383386582	HG01131	CLM	AMR	female
HG01133	0.5267078640000001	Intermediate	30.870607028753994	HG01133	CLM	AMR	male
HG01134	0.6125709600000001	Intermediate	37.73961661341853	HG01134	CLM	AMR	female
HG01136	0.944328205	Intermediate	70.2076677316294	HG01136	CLM	AMR	male
HG01137	0.5680668600000002	Intermediate	33.945686900958464	HG01137	CLM	AMR	female
HG01139	0.47615287	Intermediate	27.79552715654952	HG01139	CLM	AMR	male
HG01140	0.3938896199999999	Intermediate	23.322683706070286	HG01140	CLM	AMR	female
HG01142	0.66534964	Intermediate	41.853035143769965	HG01142	CLM	AMR	male
HG01148	0.52599402	Intermediate	30.75079872204473	HG01148	CLM	AMR	male
HG01149	0.8591102509999999	Intermediate	59.70447284345048	HG01149	CLM	AMR	female
HG01161	1.04852592	High	81.4297124600639	HG01161	PUR	AMR	male
HG01162	0.5735724629999999	Intermediate	34.584664536741215	HG01162	PUR	AMR	female
HG01164	0.28176297	Low	18.051118210862622	HG01164	PUR	AMR	male
HG01167	1.024209741	Intermediate	79.27316293929712	HG01167	PUR	AMR	male
HG01168	-0.3869009959999999	Low	1.038338658146965	HG01168	PUR	AMR	female
HG01170	0.6538651799999998	Intermediate	40.495207667731634	HG01170	PUR	AMR	male
HG01171	0.38139068	Intermediate	22.72364217252396	HG01171	PUR	AMR	female
HG01173	0.5831008200000001	Intermediate	35.343450479233226	HG01173	PUR	AMR	male
HG01174	0.0512721999999999	Low	8.985623003194888	HG01174	PUR	AMR	female
HG01176	0.31310664	Low	19.249201277955272	HG01176	PUR	AMR	male
HG01177	0.4807106	Intermediate	27.99520766773163	HG01177	PUR	AMR	female
HG01182	-0.0205399999999999	Low	6.9089456869009584	HG01182	PUR	AMR	male
HG01183	0.47186622	Intermediate	27.67571884984025	HG01183	PUR	AMR	female
HG01187	0.7003051800000001	Intermediate	45.12779552715655	HG01187	PUR	AMR	male
HG01188	0.3656405	Intermediate	21.72523961661342	HG01188	PUR	AMR	female
HG01190	0.839942841	Intermediate	57.5479233226837	HG01190	PUR	AMR	male
HG01191	0.2953804699999999	Low	18.650159744408946	HG01191	PUR	AMR	female
HG01197	0.04451706	Low	8.78594249201278	HG01197	PUR	AMR	male
HG01198	0.48123087	Intermediate	28.075079872204476	HG01198	PUR	AMR	female
HG01200	0.0076796909999999	Low	7.787539936102236	HG01200	PUR	AMR	male
HG01204	0.5418783399999999	Intermediate	32.18849840255591	HG01204	PUR	AMR	male
HG01205	0.3148046529999999	Low	19.40894568690096	HG01205	PUR	AMR	female
HG01241	0.924256089	Intermediate	67.89137380191693	HG01241	PUR	AMR	male
HG01242	0.5997140599999998	Intermediate	36.66134185303515	HG01242	PUR	AMR	female
HG01247	0.2147448462999999	Low	14.936102236421725	HG01247	PUR	AMR	male
HG01248	0.33723632	Intermediate	20.64696485623003	HG01248	PUR	AMR	female
HG01250	0.6602891399999999	Intermediate	41.33386581469649	HG01250	CLM	AMR	male
HG01251	0.313741526	Low	19.369009584664536	HG01251	CLM	AMR	female
HG01253	0.5971964801099999	Intermediate	36.46166134185304	HG01253	CLM	AMR	male
HG01254	0.36777171	Intermediate	21.884984025559103	HG01254	CLM	AMR	female
HG01256	0.56543554	Intermediate	33.626198083067095	HG01256	CLM	AMR	male
HG01257	0.2706914899999999	Low	17.212460063897765	HG01257	CLM	AMR	female
HG01259	0.65077806	Intermediate	40.29552715654952	HG01259	CLM	AMR	male
HG01260	0.5022302651	Intermediate	29.273162939297126	HG01260	CLM	AMR	female
HG01269	0.42213181	Intermediate	25.23961661341853	HG01269	CLM	AMR	female
HG01271	0.5706773310000001	Intermediate	34.26517571884984	HG01271	CLM	AMR	male
HG01272	0.3409178	Intermediate	20.84664536741214	HG01272	CLM	AMR	female
HG01275	-0.0883264199999999	Low	5.31150159744409	HG01275	CLM	AMR	female
HG01277	0.7668384299999998	Intermediate	50.79872204472844	HG01277	CLM	AMR	male
HG01280	0.42526623	Intermediate	25.359424920127797	HG01280	CLM	AMR	male
HG01281	0.8264490860000001	Intermediate	56.15015974440895	HG01281	CLM	AMR	female
HG01284	0.41581032	Intermediate	24.96006389776358	HG01284	CLM	AMR	female
HG01286	0.6088880899999999	Intermediate	37.42012779552716	HG01286	PUR	AMR	male
HG01302	0.3126413659999999	Low	19.20926517571885	HG01302	PUR	AMR	male
HG01303	0.7832847300000001	Intermediate	52.11661341853036	HG01303	PUR	AMR	female
HG01305	0.6348466	Intermediate	39.21725239616614	HG01305	PUR	AMR	male
HG01308	0.374793317	Intermediate	22.36421725239617	HG01308	PUR	AMR	male
HG01311	0.47432763	Intermediate	27.7555910543131	HG01311	PUR	AMR	male
HG01312	0.26427516	Low	17.0926517571885	HG01312	PUR	AMR	female
HG01323	0.338467702	Intermediate	20.68690095846645	HG01323	PUR	AMR	female
HG01325	0.30832774	Low	19.009584664536742	HG01325	PUR	AMR	male
HG01326	0.5262382289999998	Intermediate	30.790734824281152	HG01326	PUR	AMR	female
HG01334	0.0767918	Low	9.984025559105431	HG01334	GBR	EUR	male
HG01341	1.2487045	High	95.6070287539936	HG01341	CLM	AMR	male
HG01342	0.847965685	Intermediate	58.06709265175719	HG01342	CLM	AMR	female
HG01344	0.5604675899999999	Intermediate	33.30670926517572	HG01344	CLM	AMR	male
HG01345	0.0711987019999999	Low	9.7444089456869	HG01345	CLM	AMR	female
HG01348	0.3155794499999999	Low	19.448881789137378	HG01348	CLM	AMR	female
HG01350	0.5324049700000001	Intermediate	31.26996805111821	HG01350	CLM	AMR	male
HG01351	0.5811775000000001	Intermediate	35.22364217252396	HG01351	CLM	AMR	female
HG01353	0.2206828999999999	Low	15.135782747603836	HG01353	CLM	AMR	male
HG01354	0.0874801	Low	10.383386581469647	HG01354	CLM	AMR	female
HG01356	0.27368982	Low	17.37220447284345	HG01356	CLM	AMR	male
HG01357	0.32794006	Intermediate	20.16773162939297	HG01357	CLM	AMR	female
HG01359	0.400837736	Intermediate	24.04153354632588	HG01359	CLM	AMR	male
HG01360	0.34546286	Intermediate	21.12619808306709	HG01360	CLM	AMR	female
HG01362	0.5430801000000001	Intermediate	32.38817891373802	HG01362	CLM	AMR	male
HG01363	0.3941567	Intermediate	23.40255591054313	HG01363	CLM	AMR	female
HG01365	0.47799402	Intermediate	27.875399361022364	HG01365	CLM	AMR	male
HG01366	0.1899625699999999	Low	14.13738019169329	HG01366	CLM	AMR	female
HG01369	0.83088088	Intermediate	56.58945686900958	HG01369	CLM	AMR	female
HG01372	0.76350866	Intermediate	50.43929712460064	HG01372	CLM	AMR	female
HG01374	0.1545104699999999	Low	12.779552715654953	HG01374	CLM	AMR	male
HG01375	0.5714038319999999	Intermediate	34.34504792332269	HG01375	CLM	AMR	female
HG01377	0.62692234	Intermediate	38.81789137380191	HG01377	CLM	AMR	male
HG01378	0.58049203	Intermediate	35.14376996805112	HG01378	CLM	AMR	female
HG01383	0.5415248609999997	Intermediate	32.14856230031949	HG01383	CLM	AMR	male
HG01384	0.5862876499999998	Intermediate	35.543130990415335	HG01384	CLM	AMR	female
HG01389	0.71717732	Intermediate	46.84504792332269	HG01389	CLM	AMR	male
HG01390	0.952385587	Intermediate	71.04632587859425	HG01390	CLM	AMR	female
HG01392	0.4209314369999999	Intermediate	25.07987220447284	HG01392	PUR	AMR	male
HG01393	0.6645345900000001	Intermediate	41.77316293929712	HG01393	PUR	AMR	female
HG01395	0.54261626	Intermediate	32.22843450479233	HG01395	PUR	AMR	male
HG01396	-0.11816516	Low	4.592651757188499	HG01396	PUR	AMR	female
HG01398	0.9351428000000002	Intermediate	69.00958466453673	HG01398	PUR	AMR	male
HG01402	0.2740460979999999	Low	17.492012779552716	HG01402	PUR	AMR	male
HG01403	0.4813618059999999	Intermediate	28.11501597444089	HG01403	PUR	AMR	female
HG01405	0.32541755	Low	19.968051118210862	HG01405	PUR	AMR	male
HG01412	0.6047445586000001	Intermediate	37.06070287539936	HG01412	PUR	AMR	male
HG01413	0.8370534	Intermediate	57.108626198083066	HG01413	PUR	AMR	male
HG01414	0.64849297	Intermediate	40.05591054313099	HG01414	PUR	AMR	female
HG01431	0.6639647900000001	Intermediate	41.73322683706071	HG01431	CLM	AMR	male
HG01432	0.3877219	Intermediate	23.003194888178918	HG01432	CLM	AMR	female
HG01435	0.6041627800000001	Intermediate	36.98083067092652	HG01435	CLM	AMR	female
HG01437	-0.16592192	Low	3.634185303514377	HG01437	CLM	AMR	male
HG01438	-0.06886725	Low	5.790734824281151	HG01438	CLM	AMR	female
HG01440	0.8499602900000001	Intermediate	58.22683706070288	HG01440	CLM	AMR	male
HG01441	0.8168888129999999	Intermediate	55.11182108626198	HG01441	CLM	AMR	female
HG01443	0.53279823	Intermediate	31.309904153354637	HG01443	CLM	AMR	male
HG01444	0.6556268900000003	Intermediate	40.814696485623	HG01444	CLM	AMR	female
HG01447	0.6204741600000001	Intermediate	38.4185303514377	HG01447	CLM	AMR	female
HG01455	0.24694047	Low	16.533546325878596	HG01455	CLM	AMR	male
HG01456	0.64605894	Intermediate	39.81629392971246	HG01456	CLM	AMR	female
HG01459	1.1175383	High	87.34025559105432	HG01459	CLM	AMR	female
HG01461	0.6095347799999999	Intermediate	37.5	HG01461	CLM	AMR	male
HG01462	1.00746972	Intermediate	77.63578274760383	HG01462	CLM	AMR	female
HG01464	0.7684686399999998	Intermediate	50.87859424920128	HG01464	CLM	AMR	male
HG01465	0.53727512	Intermediate	31.709265175718848	HG01465	CLM	AMR	female
HG01468	0.558696459	Intermediate	33.18690095846645	HG01468	CLM	AMR	female
HG01474	0.278783352	Low	17.771565495207668	HG01474	CLM	AMR	female
HG01479	-0.02304834	Low	6.8290734824281145	HG01479	CLM	AMR	male
HG01485	0.80766171	Intermediate	54.153354632587856	HG01485	CLM	AMR	male
HG01486	0.3029360599999999	Low	18.76996805111821	HG01486	CLM	AMR	female
HG01488	0.440279858	Intermediate	26.078274760383387	HG01488	CLM	AMR	male
HG01489	0.2807550499999999	Low	17.971246006389777	HG01489	CLM	AMR	female
HG01491	0.9979272776	Intermediate	76.39776357827476	HG01491	CLM	AMR	male
HG01492	0.24838513	Low	16.61341853035144	HG01492	CLM	AMR	female
HG01494	0.54730261	Intermediate	32.62779552715655	HG01494	CLM	AMR	male
HG01495	0.3989474959999999	Intermediate	23.921725239616613	HG01495	CLM	AMR	female
HG01497	0.6250164100000001	Intermediate	38.698083067092654	HG01497	CLM	AMR	male
HG01498	0.97250593	Intermediate	73.80191693290735	HG01498	CLM	AMR	female
HG01500	0.4407815799999999	Intermediate	26.118210862619804	HG01500	IBS	EUR	male
HG01501	0.228164968	Low	15.495207667731629	HG01501	IBS	EUR	female
HG01503	0.43221302	Intermediate	25.599041533546323	HG01503	IBS	EUR	male
HG01504	0.43149191	Intermediate	25.51916932907348	HG01504	IBS	EUR	female
HG01506	-0.01962035	Low	6.94888178913738	HG01506	IBS	EUR	male
HG01507	0.1934359	Low	14.337060702875398	HG01507	IBS	EUR	female
HG01509	0.2323127899999999	Low	15.73482428115016	HG01509	IBS	EUR	male
HG01510	-0.3436573	Low	1.437699680511182	HG01510	IBS	EUR	female
HG01512	0.41542813	Intermediate	24.920127795527154	HG01512	IBS	EUR	male
HG01513	0.0080841389999999	Low	7.827476038338658	HG01513	IBS	EUR	female
HG01515	0.5101389	Intermediate	29.67252396166134	HG01515	IBS	EUR	male
HG01516	0.14153603	Low	12.5	HG01516	IBS	EUR	female
HG01518	0.0888892849999999	Low	10.503194888178914	HG01518	IBS	EUR	male
HG01519	0.063200603	Low	9.544728434504792	HG01519	IBS	EUR	female
HG01521	0.2738955299999999	Low	17.452076677316295	HG01521	IBS	EUR	male
HG01522	-0.0334692299999999	Low	6.349840255591055	HG01522	IBS	EUR	female
HG01524	0.1121397049999999	Low	11.222044728434504	HG01524	IBS	EUR	male
HG01525	0.1457049599999999	Low	12.619808306709263	HG01525	IBS	EUR	female
HG01527	0.2738388300000001	Low	17.412140575079874	HG01527	IBS	EUR	male
HG01528	0.117293667	Low	11.341853035143773	HG01528	IBS	EUR	female
HG01530	0.067800601	Low	9.664536741214055	HG01530	IBS	EUR	male
HG01531	-0.3517984199999999	Low	1.3977635782747604	HG01531	IBS	EUR	female
HG01536	0.0582678999999999	Low	9.305111821086262	HG01536	IBS	EUR	male
HG01537	0.36289642	Intermediate	21.645367412140576	HG01537	IBS	EUR	female
HG01550	0.7846702329999998	Intermediate	52.31629392971247	HG01550	CLM	AMR	male
HG01551	0.3967911700000001	Intermediate	23.60223642172524	HG01551	CLM	AMR	female
HG01556	0.3305143587	Intermediate	20.287539936102235	HG01556	CLM	AMR	male
HG01565	0.6617970900000001	Intermediate	41.57348242811501	HG01565	PEL	AMR	male
HG01566	0.55064556	Intermediate	32.74760383386581	HG01566	PEL	AMR	female
HG01571	1.2277379599999994	High	95.16773162939296	HG01571	PEL	AMR	male
HG01572	1.27155264	High	96.40575079872204	HG01572	PEL	AMR	female
HG01577	0.95715829	Intermediate	71.60543130990416	HG01577	PEL	AMR	male
HG01578	0.8786291869999999	Intermediate	61.861022364217256	HG01578	PEL	AMR	female
HG01583	0.6313876150000001	Intermediate	39.13738019169329	HG01583	PJL	SAS	male
HG01586	0.7459667599999998	Intermediate	49.281150159744406	HG01586	PJL	SAS	male
HG01589	0.4931022299999998	Intermediate	28.51437699680511	HG01589	PJL	SAS	male
HG01593	0.85777641	Intermediate	59.42492012779552	HG01593	PJL	SAS	female
HG01595	0.955099568	Intermediate	71.3258785942492	HG01595	KHV	EAS	female
HG01596	0.67800192	Intermediate	42.77156549520767	HG01596	KHV	EAS	male
HG01597	0.8570857700000001	Intermediate	59.30511182108626	HG01597	KHV	EAS	female
HG01598	0.89071623	Intermediate	63.53833865814696	HG01598	KHV	EAS	female
HG01599	0.59648728	Intermediate	36.3817891373802	HG01599	KHV	EAS	female
HG01600	0.7168360999999999	Intermediate	46.76517571884984	HG01600	KHV	EAS	female
HG01602	0.23690552	Low	15.894568690095848	HG01602	IBS	EUR	female
HG01603	0.062911106	Low	9.504792332268371	HG01603	IBS	EUR	male
HG01605	0.0988953599999999	Low	10.822683706070288	HG01605	IBS	EUR	female
HG01606	0.33458831	Intermediate	20.56709265175719	HG01606	IBS	EUR	male
HG01607	-0.02381276	Low	6.749201277955272	HG01607	IBS	EUR	female
HG01608	0.4448464669999999	Intermediate	26.517571884984022	HG01608	IBS	EUR	male
HG01610	0.1694660099999999	Low	13.298722044728434	HG01610	IBS	EUR	male
HG01612	0.4533376399999999	Intermediate	26.99680511182109	HG01612	IBS	EUR	female
HG01613	0.1938675999999999	Low	14.376996805111824	HG01613	IBS	EUR	female
HG01615	0.18673343	Low	14.017571884984026	HG01615	IBS	EUR	male
HG01617	0.3177790326999999	Low	19.72843450479233	HG01617	IBS	EUR	male
HG01618	0.6902300599999999	Intermediate	43.88977635782748	HG01618	IBS	EUR	female
HG01619	-0.007240695	Low	7.348242811501597	HG01619	IBS	EUR	male
HG01620	0.074967929	Low	9.904153354632587	HG01620	IBS	EUR	female
HG01623	0.4137962599999999	Intermediate	24.80031948881789	HG01623	IBS	EUR	female
HG01624	0.3064569	Low	18.88977635782748	HG01624	IBS	EUR	male
HG01625	0.02699828	Low	8.426517571884984	HG01625	IBS	EUR	male
HG01626	0.08778258	Low	10.463258785942491	HG01626	IBS	EUR	female
HG01628	0.4938554999999999	Intermediate	28.63418530351437	HG01628	IBS	EUR	female
HG01630	0.4107914400000001	Intermediate	24.640575079872203	HG01630	IBS	EUR	male
HG01631	0.207309447	Low	14.696485623003197	HG01631	IBS	EUR	male
HG01632	-0.1698147299999999	Low	3.514376996805112	HG01632	IBS	EUR	female
HG01668	0.3750193	Intermediate	22.404153354632587	HG01668	IBS	EUR	female
HG01669	0.4997468700000001	Intermediate	29.0335463258786	HG01669	IBS	EUR	male
HG01670	-0.18097523	Low	3.3546325878594248	HG01670	IBS	EUR	female
HG01672	0.2087427899999999	Low	14.736421725239618	HG01672	IBS	EUR	male
HG01673	0.1904877259999999	Low	14.177316293929712	HG01673	IBS	EUR	female
HG01675	0.1747572	Low	13.498402555910545	HG01675	IBS	EUR	male
HG01676	0.36072291	Intermediate	21.60543130990415	HG01676	IBS	EUR	female
HG01678	-0.12286586	Low	4.432907348242812	HG01678	IBS	EUR	male
HG01679	0.138999751	Low	12.300319488817893	HG01679	IBS	EUR	female
HG01680	0.02364476	Low	8.34664536741214	HG01680	IBS	EUR	male
HG01682	0.0735705899999999	Low	9.864217252396166	HG01682	IBS	EUR	male
HG01684	0.0466293399999999	Low	8.8258785942492	HG01684	IBS	EUR	female
HG01685	0.22065497	Low	15.095846645367413	HG01685	IBS	EUR	female
HG01686	0.66922539	Intermediate	42.01277955271566	HG01686	IBS	EUR	male
HG01694	-0.0029749899999999	Low	7.468051118210862	HG01694	IBS	EUR	male
HG01695	0.133080451	Low	12.020766773162938	HG01695	IBS	EUR	female
HG01697	0.1449020099999999	Low	12.579872204472844	HG01697	IBS	EUR	female
HG01699	0.2861446999999999	Low	18.370607028753994	HG01699	IBS	EUR	male
HG01700	0.3990870799999998	Intermediate	23.961661341853038	HG01700	IBS	EUR	male
HG01702	-0.1392185099999999	Low	3.913738019169329	HG01702	IBS	EUR	female
HG01704	-0.3840634099999999	Low	1.0782747603833864	HG01704	IBS	EUR	female
HG01705	0.28249659	Low	18.130990415335464	HG01705	IBS	EUR	male
HG01707	0.18427779	Low	13.85782747603834	HG01707	IBS	EUR	female
HG01708	0.52320786	Intermediate	30.471246006389773	HG01708	IBS	EUR	male
HG01709	0.3426680000000001	Intermediate	20.966453674121404	HG01709	IBS	EUR	male
HG01710	0.481063368943	Intermediate	28.03514376996805	HG01710	IBS	EUR	female
HG01746	0.09243385	Low	10.62300319488818	HG01746	IBS	EUR	female
HG01747	0.1029398189999999	Low	10.90255591054313	HG01747	IBS	EUR	male
HG01756	0.168138892	Low	13.218849840255592	HG01756	IBS	EUR	male
HG01757	0.15201731	Low	12.699680511182107	HG01757	IBS	EUR	female
HG01761	0.231696305	Low	15.654952076677317	HG01761	IBS	EUR	male
HG01762	-0.3243869799999999	Low	1.7172523961661343	HG01762	IBS	EUR	female
HG01765	-0.1265976	Low	4.313099041533546	HG01765	IBS	EUR	male
HG01766	0.18203139	Low	13.738019169329077	HG01766	IBS	EUR	female
HG01767	0.39978987	Intermediate	24.00159744408945	HG01767	IBS	EUR	male
HG01768	-0.3309076299999999	Low	1.6773162939297124	HG01768	IBS	EUR	female
HG01770	0.3489746100000001	Intermediate	21.206070287539937	HG01770	IBS	EUR	female
HG01771	-0.018868032	Low	7.028753993610224	HG01771	IBS	EUR	male
HG01773	0.7723794900000001	Intermediate	51.15814696485623	HG01773	IBS	EUR	female
HG01775	-0.010030704	Low	7.188498402555911	HG01775	IBS	EUR	male
HG01776	0.0519576	Low	9.025559105431311	HG01776	IBS	EUR	female
HG01777	-0.199630888	Low	2.9952076677316293	HG01777	IBS	EUR	male
HG01779	-0.0788937899999999	Low	5.511182108626199	HG01779	IBS	EUR	female
HG01781	0.3269841	Intermediate	20.12779552715655	HG01781	IBS	EUR	male
HG01783	0.0146898699999999	Low	8.10702875399361	HG01783	IBS	EUR	male
HG01784	0.0442029799999999	Low	8.746006389776358	HG01784	IBS	EUR	female
HG01785	0.13076783	Low	11.940894568690096	HG01785	IBS	EUR	male
HG01786	0.2561195599999999	Low	16.89297124600639	HG01786	IBS	EUR	female
HG01789	0.0030852057	Low	7.667731629392971	HG01789	GBR	EUR	male
HG01790	0.27543513	Low	17.6517571884984	HG01790	GBR	EUR	female
HG01791	0.0121726299999999	Low	7.987220447284344	HG01791	GBR	EUR	male
