IID	PRS	Risk_Group	pop	super_pop	gender
HG03863	-2.9942331999999987	Intermediate	ITU	SAS	female
HG03864	-1.534167300000001	Intermediate	ITU	SAS	male
HG03866	-1.4567759000000005	Intermediate	ITU	SAS	male
HG03867	-3.3192153	Intermediate	ITU	SAS	male
HG03868	-2.2124305	Intermediate	ITU	SAS	female
HG03869	-1.8353070999999992	Intermediate	ITU	SAS	male
HG03870	-2.52367225	Intermediate	ITU	SAS	male
HG03871	-1.3308256999999997	Intermediate	ITU	SAS	male
HG03872	-3.0258169	Intermediate	ITU	SAS	male
HG03873	-4.01474084	Low	ITU	SAS	female
HG03874	-2.8267172	Intermediate	ITU	SAS	female
HG03875	-2.2859126999999995	Intermediate	ITU	SAS	male
HG03882	-3.6542189	Low	ITU	SAS	female
HG03884	-2.8820961	Intermediate	STU	SAS	female
HG03885	-2.8539522000000006	Intermediate	STU	SAS	male
HG03886	-1.8830051	Intermediate	STU	SAS	female
HG03887	-2.7142603599999995	Intermediate	STU	SAS	male
HG03888	-0.3734629200000006	High	STU	SAS	female
HG03890	-3.9640811	Low	STU	SAS	male
HG03894	-2.873578299999999	Intermediate	STU	SAS	female
HG03895	-2.2620079	Intermediate	STU	SAS	female
HG03896	-1.9970300000000003	Intermediate	STU	SAS	male
HG03897	-0.8833485000000005	High	STU	SAS	female
HG03898	-3.528373400000001	Intermediate	STU	SAS	female
HG03899	-3.0266617	Intermediate	STU	SAS	male
HG03900	-4.0549518	Low	STU	SAS	male
HG03902	-4.1816026	Low	BEB	SAS	male
HG03905	-1.7202145899999994	Intermediate	BEB	SAS	male
HG03907	-2.8228041000000004	Intermediate	BEB	SAS	female
HG03908	-1.5801814999999997	Intermediate	BEB	SAS	male
HG03910	-3.504981	Intermediate	BEB	SAS	female
HG03911	-3.589493	Low	BEB	SAS	male
HG03913	-2.953208000000001	Intermediate	BEB	SAS	female
HG03914	-1.46349863	Intermediate	BEB	SAS	male
HG03916	-1.4176023099999997	Intermediate	BEB	SAS	female
HG03917	-2.9420550000000008	Intermediate	BEB	SAS	male
HG03919	-2.5350683400000014	Intermediate	BEB	SAS	female
HG03920	-1.9779790999999995	Intermediate	BEB	SAS	male
HG03922	-3.2755224000000007	Intermediate	BEB	SAS	female
HG03925	-2.56543563	Intermediate	BEB	SAS	female
HG03926	-2.8712801	Intermediate	BEB	SAS	male
HG03928	-1.4237578299999996	Intermediate	BEB	SAS	female
HG03931	-2.395569	Intermediate	BEB	SAS	female
HG03934	-2.247126899999999	Intermediate	BEB	SAS	female
HG03937	-2.4317889700000004	Intermediate	BEB	SAS	female
HG03940	-2.239735499999999	Intermediate	BEB	SAS	female
HG03941	-1.2852553200000003	High	BEB	SAS	male
HG03943	-2.8164131300000004	Intermediate	STU	SAS	male
HG03944	-3.3873324	Intermediate	STU	SAS	female
HG03945	-2.9148167000000007	Intermediate	STU	SAS	female
HG03947	-1.5837829	Intermediate	STU	SAS	female
HG03949	-1.5904147000000008	Intermediate	STU	SAS	female
HG03950	-2.4705906	Intermediate	STU	SAS	male
HG03951	-2.7211075	Intermediate	STU	SAS	female
HG03953	-1.6467991700000002	Intermediate	STU	SAS	male
HG03955	-1.7220795000000009	Intermediate	STU	SAS	female
HG03960	-2.897768	Intermediate	ITU	SAS	male
HG03963	-1.88616672	Intermediate	ITU	SAS	male
HG03965	-2.08381599	Intermediate	ITU	SAS	male
HG03967	-2.2198836000000006	Intermediate	ITU	SAS	male
HG03968	-2.325127	Intermediate	ITU	SAS	female
HG03969	-2.9404383499999995	Intermediate	ITU	SAS	male
HG03971	-2.156289120000001	Intermediate	ITU	SAS	male
HG03973	-2.0002951	Intermediate	ITU	SAS	female
HG03974	-3.1215442	Intermediate	ITU	SAS	male
HG03976	-4.233058980000001	Low	ITU	SAS	male
HG03977	-2.5754608000000005	Intermediate	ITU	SAS	female
HG03978	-2.7596978	Intermediate	ITU	SAS	male
HG03985	-3.00697548	Intermediate	STU	SAS	male
HG03986	-2.8407411	Intermediate	STU	SAS	female
HG03989	-1.3051208	Intermediate	STU	SAS	female
HG03990	-1.969987	Intermediate	STU	SAS	male
HG03991	-2.1968796	Intermediate	STU	SAS	male
HG03995	-2.0955819999999994	Intermediate	STU	SAS	female
HG03998	-3.4091792999999995	Intermediate	STU	SAS	male
HG03999	-3.9476347	Low	STU	SAS	male
HG04001	-2.7495117000000016	Intermediate	ITU	SAS	female
HG04002	-3.100520500000001	Intermediate	ITU	SAS	male
HG04003	-3.6785552999999993	Low	STU	SAS	male
HG04006	-3.2453232	Intermediate	STU	SAS	male
HG04014	-2.7950125000000003	Intermediate	ITU	SAS	female
HG04015	-1.7131093999999998	Intermediate	ITU	SAS	male
HG04017	-3.9584854	Low	ITU	SAS	male
HG04018	-3.2663934	Intermediate	ITU	SAS	female
HG04019	-3.2175366100000007	Intermediate	ITU	SAS	male
HG04020	-2.0651645000000003	Intermediate	ITU	SAS	male
HG04022	-1.7905836	Intermediate	ITU	SAS	male
HG04023	-2.9808575	Intermediate	ITU	SAS	male
HG04025	-3.3759833	Intermediate	ITU	SAS	female
HG04026	-2.143428070000001	Intermediate	ITU	SAS	female
HG04029	-2.03426177	Intermediate	STU	SAS	female
HG04033	-1.02055526	High	STU	SAS	male
HG04035	-1.7876669	Intermediate	STU	SAS	female
HG04038	-3.229211699999999	Intermediate	STU	SAS	female
HG04039	-2.5297534	Intermediate	STU	SAS	male
HG04042	-2.667948999999999	Intermediate	STU	SAS	female
HG04047	-3.7192083	Low	STU	SAS	female
HG04054	-2.0669656	Intermediate	ITU	SAS	female
HG04056	-3.639902199999999	Low	ITU	SAS	male
HG04059	-3.1137844	Intermediate	ITU	SAS	female
HG04060	-3.7999932	Low	ITU	SAS	male
HG04061	-3.951145860000001	Low	ITU	SAS	male
HG04062	-3.134389032	Intermediate	ITU	SAS	female
HG04063	-3.3617184	Intermediate	ITU	SAS	female
HG04070	-1.9688352999999992	Intermediate	ITU	SAS	female
HG04075	-1.7782044999999995	Intermediate	STU	SAS	female
HG04076	-2.3352867	Intermediate	ITU	SAS	female
HG04080	-2.63807851	Intermediate	ITU	SAS	male
HG04090	-1.7045753999999995	Intermediate	ITU	SAS	female
HG04093	-2.9552693000000003	Intermediate	ITU	SAS	male
HG04094	-2.92583037	Intermediate	ITU	SAS	male
HG04096	-2.4444968090000003	Intermediate	ITU	SAS	male
HG04098	-3.4607654000000005	Intermediate	ITU	SAS	male
HG04099	-2.72849322	Intermediate	STU	SAS	female
HG04100	-2.6457852999999987	Intermediate	STU	SAS	male
HG04106	-3.040086	Intermediate	STU	SAS	female
HG04107	-3.027289100000001	Intermediate	STU	SAS	male
HG04118	-3.399945399999999	Intermediate	ITU	SAS	female
HG04131	-3.2262301199999994	Intermediate	BEB	SAS	male
HG04134	-2.9436166000000004	Intermediate	BEB	SAS	male
HG04140	-3.809135	Low	BEB	SAS	male
HG04141	-1.6933287000000006	Intermediate	BEB	SAS	female
HG04144	-3.3164289000000005	Intermediate	BEB	SAS	female
HG04146	-1.4716728000000003	Intermediate	BEB	SAS	male
HG04152	-3.862145570000001	Low	BEB	SAS	male
HG04153	-2.059311400000001	Intermediate	BEB	SAS	female
HG04155	-3.2364543500000003	Intermediate	BEB	SAS	male
HG04156	-1.5624104000000008	Intermediate	BEB	SAS	female
HG04158	-2.625869719999999	Intermediate	BEB	SAS	male
HG04159	-2.96171035	Intermediate	BEB	SAS	female
HG04161	-3.75044854	Low	BEB	SAS	male
HG04162	-3.4664684999999995	Intermediate	BEB	SAS	female
HG04164	-3.6129702	Low	BEB	SAS	male
HG04171	-1.7673527000000002	Intermediate	BEB	SAS	female
HG04173	-1.6099564	Intermediate	BEB	SAS	male
HG04176	-3.3492817000000006	Intermediate	BEB	SAS	male
HG04177	-2.3790035	Intermediate	BEB	SAS	female
HG04180	-3.0168006799999985	Intermediate	BEB	SAS	female
HG04182	-2.7634940299999995	Intermediate	BEB	SAS	male
HG04183	-2.857244371	Intermediate	BEB	SAS	female
HG04185	-2.0431652	Intermediate	BEB	SAS	male
HG04186	-3.0738983	Intermediate	BEB	SAS	female
HG04188	-2.6755531	Intermediate	BEB	SAS	male
HG04189	-2.3576367	Intermediate	BEB	SAS	female
HG04194	-1.5202757000000005	Intermediate	BEB	SAS	male
HG04195	-2.26763341	Intermediate	BEB	SAS	female
HG04198	-3.4915393000000003	Intermediate	ITU	SAS	male
HG04200	-2.6799927999999995	Intermediate	ITU	SAS	female
HG04202	-2.3901144100000007	Intermediate	ITU	SAS	female
HG04206	-1.5359687000000009	Intermediate	ITU	SAS	male
HG04209	-1.9468484	Intermediate	ITU	SAS	female
HG04210	-2.9841789	Intermediate	STU	SAS	male
HG04211	-2.6008757000000013	Intermediate	ITU	SAS	male
HG04212	-1.8461661000000005	Intermediate	ITU	SAS	female
HG04214	-2.83085242	Intermediate	ITU	SAS	female
HG04216	-2.305502799999999	Intermediate	ITU	SAS	female
HG04219	-2.2697996000000003	Intermediate	ITU	SAS	male
HG04222	-2.4526015	Intermediate	ITU	SAS	male
HG04225	-2.2990584	Intermediate	ITU	SAS	male
HG04227	-1.7867875400000008	Intermediate	STU	SAS	female
HG04229	-1.8849177000000004	Intermediate	STU	SAS	male
HG04235	-3.15106795	Intermediate	ITU	SAS	male
HG04238	-3.07264559	Intermediate	ITU	SAS	male
HG04239	-3.5458976000000004	Intermediate	ITU	SAS	male
NA06984	-3.9980456000000006	Low	CEU	EUR	male
NA06985	-1.6162258	Intermediate	CEU	EUR	female
NA06986	-4.4000995	Low	CEU	EUR	male
NA06989	-3.787826699999999	Low	CEU	EUR	female
NA06994	-3.1199435000000006	Intermediate	CEU	EUR	male
NA07000	-3.8446794	Low	CEU	EUR	female
NA07037	-3.2944490000000006	Intermediate	CEU	EUR	female
NA07048	-2.7759578	Intermediate	CEU	EUR	male
NA07051	-2.5313997	Intermediate	CEU	EUR	male
NA07056	-2.8523467000000005	Intermediate	CEU	EUR	female
NA07347	-3.0905325	Intermediate	CEU	EUR	male
NA07357	-2.6389210999999992	Intermediate	CEU	EUR	male
NA10847	-3.0630789000000007	Intermediate	CEU	EUR	female
NA10851	-4.541108619999999	Low	CEU	EUR	male
NA11829	-5.332674760000001	Low	CEU	EUR	male
NA11830	-3.8018838	Low	CEU	EUR	female
NA11831	-1.9283567	Intermediate	CEU	EUR	male
NA11832	-1.4547810000000003	Intermediate	CEU	EUR	female
NA11840	-4.1720856	Low	CEU	EUR	female
NA11843	-3.2107700999999995	Intermediate	CEU	EUR	male
NA11881	-0.7119981	High	CEU	EUR	male
NA11892	-4.211810000000001	Low	CEU	EUR	female
NA11893	-4.9132243	Low	CEU	EUR	male
NA11894	-2.6751897000000007	Intermediate	CEU	EUR	female
NA11918	-2.783173299999999	Intermediate	CEU	EUR	female
NA11919	-4.062585299999999	Low	CEU	EUR	male
NA11920	-5.328549300000001	Low	CEU	EUR	female
NA11930	-2.04954376	Intermediate	CEU	EUR	male
NA11931	-1.8256266000000003	Intermediate	CEU	EUR	female
NA11932	-3.8425311	Low	CEU	EUR	male
NA11933	-3.7768013	Low	CEU	EUR	female
NA11992	-2.2802088	Intermediate	CEU	EUR	male
NA11994	-3.6620013	Low	CEU	EUR	male
NA11995	-2.522555000000001	Intermediate	CEU	EUR	female
NA12003	-2.132024699999999	Intermediate	CEU	EUR	male
NA12004	-1.5056179999999992	Intermediate	CEU	EUR	female
NA12005	-1.2153490999999994	High	CEU	EUR	male
NA12006	-1.898741099999999	Intermediate	CEU	EUR	female
NA12043	-3.963597499999999	Low	CEU	EUR	male
NA12044	-2.1023675000000006	Intermediate	CEU	EUR	female
NA12045	-3.8220144	Low	CEU	EUR	male
NA12046	-4.3335763	Low	CEU	EUR	female
NA12058	-4.70990533	Low	CEU	EUR	female
NA12144	-4.519225499999999	Low	CEU	EUR	male
NA12154	-4.4235216999999984	Low	CEU	EUR	male
NA12155	-4.04977769	Low	CEU	EUR	male
NA12156	-4.897386500000001	Low	CEU	EUR	female
NA12234	-4.99931923	Low	CEU	EUR	female
NA12249	-4.1639671	Low	CEU	EUR	female
NA12272	-4.9001761	Low	CEU	EUR	male
NA12273	-4.3170895	Low	CEU	EUR	female
NA12275	-2.8836094	Intermediate	CEU	EUR	female
NA12282	-3.1215569400000005	Intermediate	CEU	EUR	male
NA12283	-3.8450833	Low	CEU	EUR	female
NA12286	-4.196738799999999	Low	CEU	EUR	male
NA12287	-2.6360119	Intermediate	CEU	EUR	female
NA12340	-2.093831	Intermediate	CEU	EUR	male
NA12341	-3.350483447	Intermediate	CEU	EUR	female
NA12342	-2.678897970000001	Intermediate	CEU	EUR	male
NA12347	-3.503599	Intermediate	CEU	EUR	male
NA12348	-4.3417397	Low	CEU	EUR	female
NA12383	-5.147492600000001	Low	CEU	EUR	female
NA12399	-3.4213307000000004	Intermediate	CEU	EUR	male
NA12400	-2.7102281999999995	Intermediate	CEU	EUR	female
NA12413	-0.7058549000000001	High	CEU	EUR	male
NA12414	-3.0055643	Intermediate	CEU	EUR	female
NA12489	-4.6618244	Low	CEU	EUR	female
NA12546	-2.998337380000001	Intermediate	CEU	EUR	male
NA12716	-4.805306930000001	Low	CEU	EUR	male
NA12717	-2.673476000000001	Intermediate	CEU	EUR	female
NA12718	-3.4526174	Intermediate	CEU	EUR	female
NA12748	-3.63747806	Low	CEU	EUR	male
NA12749	-3.3913032000000007	Intermediate	CEU	EUR	female
NA12750	-2.3636908999999995	Intermediate	CEU	EUR	male
NA12751	-4.1125069	Low	CEU	EUR	female
NA12760	-4.791091600000001	Low	CEU	EUR	male
NA12761	-1.5880861999999991	Intermediate	CEU	EUR	female
NA12762	-4.9608361	Low	CEU	EUR	male
NA12763	-3.677226800000001	Low	CEU	EUR	female
NA12775	-4.224743	Low	CEU	EUR	male
NA12776	-3.2161347000000005	Intermediate	CEU	EUR	female
NA12777	-2.8914044	Intermediate	CEU	EUR	male
NA12778	-3.5180205	Intermediate	CEU	EUR	female
NA12812	-4.3195349	Low	CEU	EUR	male
NA12813	-3.6147856	Low	CEU	EUR	female
NA12814	-2.0248686000000005	Intermediate	CEU	EUR	male
NA12815	-2.1567648000000004	Intermediate	CEU	EUR	female
NA12827	-1.99633259	Intermediate	CEU	EUR	male
NA12828	-3.6632975	Low	CEU	EUR	female
NA12829	-3.0241846	Intermediate	CEU	EUR	male
NA12830	-5.279733199999998	Low	CEU	EUR	female
NA12842	-3.2975640000000013	Intermediate	CEU	EUR	male
NA12843	-1.7468079000000003	Intermediate	CEU	EUR	female
NA12872	-4.104348600000001	Low	CEU	EUR	male
NA12873	0.4609229000000004	High	CEU	EUR	female
NA12874	-2.5781720000000004	Intermediate	CEU	EUR	male
NA12878	-2.127498400000001	Intermediate	CEU	EUR	female
NA12889	-2.49494021	Intermediate	CEU	EUR	male
NA12890	-3.135354778	Intermediate	CEU	EUR	female
NA18486	-0.1242776999999997	High	YRI	AFR	male
NA18488	-0.6921999999999995	High	YRI	AFR	female
NA18489	-1.0886643000000005	High	YRI	AFR	female
NA18498	1.153771600000001	High	YRI	AFR	male
NA18499	-1.0852893699999997	High	YRI	AFR	female
NA18501	-0.2321511800000007	High	YRI	AFR	male
NA18502	-1.6293218000000007	Intermediate	YRI	AFR	female
NA18504	-1.0301877999999998	High	YRI	AFR	male
NA18505	0.1896394200000003	High	YRI	AFR	female
NA18507	-0.8435619499999998	High	YRI	AFR	male
NA18508	-0.8275629000000003	High	YRI	AFR	female
NA18510	-0.9771316999999996	High	YRI	AFR	male
NA18511	-1.8525061000000007	Intermediate	YRI	AFR	female
NA18516	-2.2376190000000005	Intermediate	YRI	AFR	male
NA18517	-0.4394259000000003	High	YRI	AFR	female
NA18519	0.5250743700000002	High	YRI	AFR	male
NA18520	-0.5885219000000006	High	YRI	AFR	female
NA18522	-0.6542257800000002	High	YRI	AFR	male
NA18523	-1.4108976999999998	Intermediate	YRI	AFR	female
NA18525	-3.456789399999999	Intermediate	CHB	EAS	female
NA18526	-1.984399079	Intermediate	CHB	EAS	female
NA18528	-3.7377048	Low	CHB	EAS	female
NA18530	-3.4574732000000004	Intermediate	CHB	EAS	male
NA18531	-3.7464451	Low	CHB	EAS	female
NA18532	-3.7087085	Low	CHB	EAS	female
NA18533	-3.62012423	Low	CHB	EAS	female
NA18534	-2.9061135999999994	Intermediate	CHB	EAS	male
NA18535	-1.0590337000000003	High	CHB	EAS	female
NA18536	-2.8378452599999995	Intermediate	CHB	EAS	male
NA18537	-2.0809180000000005	Intermediate	CHB	EAS	female
NA18538	-3.361498800000001	Intermediate	CHB	EAS	female
NA18539	-3.4859858900000007	Intermediate	CHB	EAS	female
NA18541	-2.549849799999999	Intermediate	CHB	EAS	female
NA18542	-1.3383960000000008	Intermediate	CHB	EAS	female
NA18543	-1.71440581	Intermediate	CHB	EAS	male
NA18544	-4.095938100000001	Low	CHB	EAS	male
NA18545	-3.5152456	Intermediate	CHB	EAS	female
NA18546	-2.8244510000000003	Intermediate	CHB	EAS	male
NA18547	-1.0113455	High	CHB	EAS	female
NA18548	-3.286184599999999	Intermediate	CHB	EAS	male
NA18549	-3.5586865000000003	Intermediate	CHB	EAS	male
NA18550	-2.8678069350000004	Intermediate	CHB	EAS	female
NA18552	-3.428333234	Intermediate	CHB	EAS	female
NA18553	-3.3694621	Intermediate	CHB	EAS	female
NA18555	-3.5824152	Low	CHB	EAS	female
NA18557	-3.2593082999999994	Intermediate	CHB	EAS	male
NA18558	-2.9313966	Intermediate	CHB	EAS	male
NA18559	-2.637911887999999	Intermediate	CHB	EAS	male
NA18560	-3.3606952000000003	Intermediate	CHB	EAS	female
NA18561	-2.2499083000000004	Intermediate	CHB	EAS	male
NA18562	-4.1081525	Low	CHB	EAS	male
NA18563	-3.8448894	Low	CHB	EAS	male
NA18564	-3.739611499999999	Low	CHB	EAS	female
NA18565	-3.148739199999999	Intermediate	CHB	EAS	female
NA18566	-2.5349333	Intermediate	CHB	EAS	female
NA18567	-3.3662806	Intermediate	CHB	EAS	female
NA18570	-2.3735710000000005	Intermediate	CHB	EAS	female
NA18571	-2.9517027000000007	Intermediate	CHB	EAS	female
NA18572	-3.29100521	Intermediate	CHB	EAS	male
NA18573	-4.169170249999999	Low	CHB	EAS	female
NA18574	-4.0901293	Low	CHB	EAS	female
NA18577	-3.971401700000001	Low	CHB	EAS	female
NA18579	-3.6541604	Low	CHB	EAS	female
NA18582	-3.3324475	Intermediate	CHB	EAS	female
NA18591	-2.4506466	Intermediate	CHB	EAS	female
NA18592	-2.3958895	Intermediate	CHB	EAS	female
NA18593	-3.330450733000001	Intermediate	CHB	EAS	female
NA18595	-0.4990778999999999	High	CHB	EAS	female
NA18596	-3.3171437	Intermediate	CHB	EAS	female
NA18597	-4.752825700000001	Low	CHB	EAS	female
NA18599	-3.2511775	Intermediate	CHB	EAS	female
NA18602	-2.2944388000000004	Intermediate	CHB	EAS	female
NA18603	-3.3199543	Intermediate	CHB	EAS	male
NA18605	-3.5132203000000004	Intermediate	CHB	EAS	male
NA18606	-3.4500879	Intermediate	CHB	EAS	male
NA18608	-3.5296984	Intermediate	CHB	EAS	male
NA18609	-3.049552900000001	Intermediate	CHB	EAS	male
NA18610	-1.2224406999999995	High	CHB	EAS	female
NA18611	-3.299798299999999	Intermediate	CHB	EAS	male
NA18612	-2.446655	Intermediate	CHB	EAS	male
NA18613	-2.5710766	Intermediate	CHB	EAS	male
NA18614	-2.7831302	Intermediate	CHB	EAS	female
NA18615	-3.2285578000000004	Intermediate	CHB	EAS	female
NA18616	-3.0775600999999995	Intermediate	CHB	EAS	female
NA18617	-2.0064613	Intermediate	CHB	EAS	female
NA18618	-4.2245513	Low	CHB	EAS	female
NA18619	-3.3880338999999995	Intermediate	CHB	EAS	female
NA18620	-3.7466273	Low	CHB	EAS	male
NA18621	-3.6961354	Low	CHB	EAS	male
NA18622	-3.8034278000000006	Low	CHB	EAS	male
NA18623	-5.2018573	Low	CHB	EAS	male
NA18624	-3.0278711000000014	Intermediate	CHB	EAS	male
NA18625	-2.987445841	Intermediate	CHB	EAS	female
NA18626	-3.116872799999999	Intermediate	CHB	EAS	female
NA18627	-3.493737799999999	Intermediate	CHB	EAS	female
NA18628	-3.1958185	Intermediate	CHB	EAS	female
NA18629	-3.6401562	Low	CHB	EAS	male
NA18630	-3.205153399999999	Intermediate	CHB	EAS	female
NA18631	-3.151077500000001	Intermediate	CHB	EAS	female
NA18632	-3.536581700000001	Intermediate	CHB	EAS	male
NA18633	-3.3708849699999988	Intermediate	CHB	EAS	male
NA18634	-2.9949968	Intermediate	CHB	EAS	female
NA18635	-3.58145689	Low	CHB	EAS	male
NA18636	-3.144567500000001	Intermediate	CHB	EAS	male
NA18637	-3.4941848	Intermediate	CHB	EAS	male
NA18638	-2.69867997	Intermediate	CHB	EAS	male
NA18639	-4.0482555	Low	CHB	EAS	male
NA18640	-2.9146157000000006	Intermediate	CHB	EAS	female
NA18641	-2.7061548	Intermediate	CHB	EAS	female
NA18642	-2.5097954	Intermediate	CHB	EAS	female
NA18643	-3.4007252999999995	Intermediate	CHB	EAS	male
NA18644	-3.4908809	Intermediate	CHB	EAS	female
NA18645	-3.0543851	Intermediate	CHB	EAS	male
NA18646	-4.157588877	Low	CHB	EAS	female
NA18647	-3.87971959	Low	CHB	EAS	male
NA18648	-3.131285	Intermediate	CHB	EAS	male
NA18740	-2.3325746999999994	Intermediate	CHB	EAS	male
NA18745	-5.0327695	Low	CHB	EAS	male
NA18747	-1.6630409000000002	Intermediate	CHB	EAS	male
NA18748	-1.916544834	Intermediate	CHB	EAS	male
NA18749	-4.6898911	Low	CHB	EAS	male
NA18757	-1.8701006539999991	Intermediate	CHB	EAS	male
NA18853	-1.3360728899999996	Intermediate	YRI	AFR	male
NA18856	-0.4452592999999996	High	YRI	AFR	male
NA18858	0.335985	High	YRI	AFR	female
NA18861	-1.1058242999999996	High	YRI	AFR	female
NA18864	-0.8496925990000003	High	YRI	AFR	female
NA18865	-0.2227884999999994	High	YRI	AFR	male
NA18867	-0.3783913599999999	High	YRI	AFR	female
NA18868	-1.2782817000000002	High	YRI	AFR	male
NA18870	-2.2646689600000003	Intermediate	YRI	AFR	female
NA18871	-1.3200851300000005	Intermediate	YRI	AFR	male
NA18873	0.1440359000000006	High	YRI	AFR	female
NA18874	-1.3931999300000002	Intermediate	YRI	AFR	male
NA18876	-1.4881439999999997	Intermediate	YRI	AFR	female
NA18877	-1.1266553999999995	High	YRI	AFR	male
NA18878	-0.0001982000000002	High	YRI	AFR	female
NA18879	-1.5490350000000002	Intermediate	YRI	AFR	male
NA18881	-0.8766421999999997	High	YRI	AFR	female
NA18907	0.1257897700000002	High	YRI	AFR	female
NA18908	-1.2642914000000005	High	YRI	AFR	male
NA18909	-0.4060324999999999	High	YRI	AFR	female
NA18910	-0.8466467000000005	High	YRI	AFR	male
NA18912	-1.4997743	Intermediate	YRI	AFR	female
NA18915	-1.013728000000001	High	YRI	AFR	male
NA18916	-0.1161674999999994	High	YRI	AFR	female
NA18917	-0.5856744000000003	High	YRI	AFR	male
NA18923	0.0770216800000003	High	YRI	AFR	male
NA18924	-0.9107773000000003	High	YRI	AFR	female
NA18933	-0.6833998199999995	High	YRI	AFR	female
NA18934	-0.9970523000000008	High	YRI	AFR	male
NA18939	-1.7131046999999993	Intermediate	JPT	EAS	female
NA18940	-3.1777990000000003	Intermediate	JPT	EAS	male
NA18941	-3.009830900000001	Intermediate	JPT	EAS	female
NA18942	-3.4669804700000006	Intermediate	JPT	EAS	female
NA18943	-4.456518599999999	Low	JPT	EAS	male
NA18944	-3.0962101	Intermediate	JPT	EAS	male
NA18945	-3.57376665	Low	JPT	EAS	male
NA18946	-3.908205000000001	Low	JPT	EAS	female
NA18947	-2.3755622	Intermediate	JPT	EAS	female
NA18948	-3.4753816	Intermediate	JPT	EAS	male
NA18949	-2.02558649	Intermediate	JPT	EAS	female
NA18950	-3.638903200000001	Low	JPT	EAS	female
NA18951	-2.716579077	Intermediate	JPT	EAS	female
NA18952	-3.1143685000000003	Intermediate	JPT	EAS	male
NA18953	-3.02803631	Intermediate	JPT	EAS	male
NA18954	-3.680769	Low	JPT	EAS	female
NA18956	-3.81028502	Low	JPT	EAS	female
NA18957	-4.499671400000001	Low	JPT	EAS	female
NA18959	-2.241881	Intermediate	JPT	EAS	male
NA18960	-2.973815600000001	Intermediate	JPT	EAS	male
NA18961	-3.4040847400000005	Intermediate	JPT	EAS	male
NA18962	-2.59172034	Intermediate	JPT	EAS	male
NA18963	-2.9473211	Intermediate	JPT	EAS	female
NA18964	-2.81548249	Intermediate	JPT	EAS	female
NA18965	-3.337169500000001	Intermediate	JPT	EAS	male
NA18966	-2.580368700000001	Intermediate	JPT	EAS	male
NA18967	-4.035136499999999	Low	JPT	EAS	male
NA18968	-3.2193709	Intermediate	JPT	EAS	female
NA18969	-3.0102791000000013	Intermediate	JPT	EAS	female
NA18970	-2.5111083900000004	Intermediate	JPT	EAS	male
NA18971	-3.9804735	Low	JPT	EAS	male
NA18972	-2.8620535	Intermediate	JPT	EAS	female
NA18973	-3.39826638	Intermediate	JPT	EAS	female
NA18974	-3.6359871999999993	Low	JPT	EAS	male
NA18975	-3.40899101	Intermediate	JPT	EAS	female
NA18976	-3.1560993	Intermediate	JPT	EAS	female
NA18977	-4.2957666	Low	JPT	EAS	male
NA18978	-3.0440786200000014	Intermediate	JPT	EAS	female
NA18979	-3.155964400000001	Intermediate	JPT	EAS	female
NA18980	-3.5816528299999995	Low	JPT	EAS	female
NA18981	-3.167503860000001	Intermediate	JPT	EAS	female
NA18982	-3.142182799999999	Intermediate	JPT	EAS	male
NA18983	-3.2883867	Intermediate	JPT	EAS	male
NA18984	-2.5967755089999995	Intermediate	JPT	EAS	male
NA18985	-1.5947038999999998	Intermediate	JPT	EAS	male
NA18986	-3.422295	Intermediate	JPT	EAS	male
NA18987	-3.803964600000002	Low	JPT	EAS	female
NA18988	-3.3387111200000006	Intermediate	JPT	EAS	male
NA18989	-2.8717371000000003	Intermediate	JPT	EAS	male
NA18990	-3.1489861	Intermediate	JPT	EAS	male
NA18991	-3.5423785300000006	Intermediate	JPT	EAS	female
NA18992	-2.2427760999999995	Intermediate	JPT	EAS	female
NA18993	-4.044944800000001	Low	JPT	EAS	female
