IID	PRS	PRS_Group
NA11830	-21.411400000000004	Intermediate
NA11831	-20.1344	High
NA11832	-22.6054	Intermediate
NA11840	-22.81310000000001	Intermediate
NA11843	-24.0607	Low
NA11881	-24.523999999999997	Low
NA11892	-23.107900000000008	Intermediate
NA11893	-19.5264	High
NA11894	-18.619200000000003	High
NA11918	-19.511800000000008	High
NA11919	-20.2004	High
NA11920	-22.7862	Intermediate
NA11930	-18.9253	High
NA11931	-21.2251	Intermediate
NA11932	-19.8213	High
NA11933	-24.5447	Low
NA11992	-20.985000000000003	Intermediate
NA11994	-24.2197	Low
NA11995	-20.623	Intermediate
NA12003	-21.9949	Intermediate
NA12004	-19.84870000000001	High
NA12005	-22.8469	Intermediate
NA12006	-26.6563	Low
NA12043	-20.1791	High
NA12044	-20.640399999999996	Intermediate
NA12045	-23.346300000000006	Low
NA12046	-18.6267	High
NA12058	-22.456200000000003	Intermediate
NA12144	-24.452800000000003	Low
NA12154	-24.0976	Low
NA12155	-21.1446	Intermediate
NA12156	-23.516	Low
NA12234	-23.2389	Intermediate
NA12249	-23.4307	Low
NA12272	-22.1453	Intermediate
NA12273	-24.4252	Low
NA12275	-19.923599999999997	High
NA12282	-20.1729	High
NA12283	-21.2443	Intermediate
NA12286	-23.5342	Low
NA12287	-27.4024	Low
NA12340	-24.179900000000004	Low
NA12341	-25.146300000000007	Low
NA12342	-18.4483	High
NA12347	-27.4962	Low
NA12348	-24.136499999999995	Low
NA12383	-22.736100000000004	Intermediate
NA12399	-21.3989	Intermediate
NA12400	-23.0747	Intermediate
NA12413	-19.50200000000001	High
NA12414	-18.3964	High
NA12489	-21.7772	Intermediate
NA12546	-22.2192	Intermediate
NA12716	-19.0254	High
NA12717	-19.0249	High
NA12718	-26.4758	Low
NA12748	-24.6995	Low
NA12749	-20.453299999999995	Intermediate
NA12750	-22.6446	Intermediate
NA12751	-19.3372	High
NA12760	-19.8512	High
NA12761	-23.126	Intermediate
NA12762	-21.309	Intermediate
NA12763	-19.048600000000008	High
NA12775	-21.8406	Intermediate
NA12776	-23.331099999999992	Low
NA12777	-21.1089	Intermediate
NA12778	-22.094700000000003	Intermediate
NA12812	-24.6161	Low
NA12813	-23.663300000000003	Low
NA12814	-22.6367	Intermediate
NA12815	-23.160400000000003	Intermediate
NA12827	-22.4642	Intermediate
NA12828	-25.2726	Low
NA12829	-20.155900000000003	High
NA12830	-17.355800000000002	High
NA12842	-18.728900000000003	High
NA12843	-19.425200000000004	High
NA12872	-22.635700000000007	Intermediate
NA12873	-23.36969999999999	Low
NA12874	-23.4166	Low
NA12878	-20.632800000000003	Intermediate
NA12889	-22.253499999999995	Intermediate
NA12890	-23.969700000000003	Low
NA18486	-22.4395	Intermediate
NA18488	-19.409600000000005	High
NA18489	-23.126700000000003	Intermediate
NA18498	-23.4848	Low
NA18499	-24.1298	Low
NA18501	-22.4914	Intermediate
NA18502	-19.91	High
NA18504	-22.8479	Intermediate
NA18505	-21.3062	Intermediate
NA18507	-21.378899999999994	Intermediate
NA18508	-21.056700000000003	Intermediate
NA18510	-24.014	Low
NA18511	-22.2741	Intermediate
NA18516	-23.6252	Low
NA18517	-19.5498	High
NA18519	-21.8565	Intermediate
NA18520	-23.091199999999997	Intermediate
NA18522	-19.0481	High
NA18523	-21.694199999999995	Intermediate
NA18525	-19.86940000000001	High
NA18526	-20.8906	Intermediate
NA18528	-22.8711	Intermediate
NA18530	-22.9731	Intermediate
NA18531	-23.111600000000006	Intermediate
NA18532	-19.6403	High
NA18533	-23.133500000000005	Intermediate
NA18534	-21.5578	Intermediate
NA18535	-20.252	High
NA18536	-23.034599999999998	Intermediate
NA18537	-22.7667	Intermediate
NA18538	-24.2025	Low
NA18539	-22.298500000000004	Intermediate
NA18541	-20.9558	Intermediate
NA18542	-22.687	Intermediate
NA18543	-21.5259	Intermediate
NA18544	-22.185799999999997	Intermediate
NA18545	-20.65299999999999	Intermediate
NA18546	-22.748599999999996	Intermediate
NA18547	-22.7318	Intermediate
NA18548	-23.0372	Intermediate
NA18549	-23.5165	Low
NA18550	-22.2227	Intermediate
NA18552	-22.0346	Intermediate
NA18553	-24.128500000000003	Low
NA18555	-20.6333	Intermediate
NA18557	-21.8278	Intermediate
NA18558	-22.44	Intermediate
NA18559	-20.1622	High
NA18560	-22.9357	Intermediate
NA18561	-22.139500000000005	Intermediate
NA18562	-22.5008	Intermediate
NA18563	-21.2143	Intermediate
NA18564	-20.2844	High
NA18565	-21.4259	Intermediate
NA18566	-20.4526	Intermediate
NA18567	-21.5005	Intermediate
NA18570	-22.930000000000003	Intermediate
NA18571	-21.6373	Intermediate
NA18572	-21.2633	Intermediate
NA18573	-21.9415	Intermediate
NA18574	-23.838999999999995	Low
NA18577	-20.998600000000003	Intermediate
NA18579	-19.576600000000003	High
NA18582	-22.8123	Intermediate
NA18591	-24.8151	Low
NA18592	-23.340099999999996	Low
NA18593	-22.51170000000001	Intermediate
NA18595	-22.797	Intermediate
NA18596	-20.6479	Intermediate
NA18597	-24.127900000000004	Low
NA18599	-19.4731	High
NA18602	-23.2164	Intermediate
NA18603	-22.6731	Intermediate
NA18605	-21.828699999999998	Intermediate
NA18606	-24.945	Low
NA18608	-22.36500000000001	Intermediate
NA18609	-22.233100000000004	Intermediate
NA18610	-23.0175	Intermediate
NA18611	-24.676399999999997	Low
NA18612	-21.6194	Intermediate
NA18613	-20.4325	Intermediate
NA18614	-20.9599	Intermediate
NA18615	-25.273899999999998	Low
NA18616	-22.330600000000004	Intermediate
NA18617	-20.874	Intermediate
NA18618	-23.93780000000001	Low
NA18619	-24.6888	Low
NA18620	-21.6958	Intermediate
NA18621	-23.7431	Low
NA18622	-22.7033	Intermediate
NA18623	-20.5722	Intermediate
NA18624	-21.862199999999994	Intermediate
NA18625	-20.8075	Intermediate
NA18626	-23.9142	Low
NA18627	-22.5297	Intermediate
NA18628	-21.5415	Intermediate
NA18629	-22.8757	Intermediate
NA18630	-20.190399999999997	High
NA18631	-21.7512	Intermediate
NA18632	-20.9391	Intermediate
NA18633	-20.66589999999999	Intermediate
NA18634	-18.66220000000001	High
NA18635	-23.7881	Low
NA18636	-21.520299999999995	Intermediate
NA18637	-19.009	High
NA18638	-22.69560000000001	Intermediate
NA18639	-21.3197	Intermediate
NA18640	-22.2198	Intermediate
NA18641	-20.676500000000004	Intermediate
NA18642	-18.8708	High
NA18643	-21.2258	Intermediate
NA18644	-23.6751	Low
NA18645	-19.7082	High
NA18646	-24.205900000000003	Low
NA18647	-21.307199999999995	Intermediate
NA18648	-25.8443	Low
NA18740	-21.9198	Intermediate
NA18745	-22.9078	Intermediate
NA18747	-18.1504	High
NA18748	-19.264	High
NA18749	-20.393999999999995	Intermediate
NA18757	-21.1205	Intermediate
NA18853	-22.773099999999992	Intermediate
NA18856	-20.26570000000001	High
NA18858	-20.5402	Intermediate
NA18861	-22.346800000000005	Intermediate
NA18864	-19.967700000000004	High
NA18865	-23.1548	Intermediate
NA18867	-20.6057	Intermediate
NA18868	-22.393500000000003	Intermediate
NA18870	-24.4718	Low
NA18871	-21.4164	Intermediate
NA18873	-22.9551	Intermediate
NA18874	-19.0907	High
NA18876	-20.3673	Intermediate
NA18877	-24.041900000000005	Low
NA18878	-23.208799999999997	Intermediate
NA18879	-21.558599999999995	Intermediate
NA18881	-21.6062	Intermediate
NA18907	-21.887	Intermediate
NA18908	-20.7204	Intermediate
NA18909	-23.5895	Low
NA18910	-23.2502	Intermediate
NA18912	-21.9946	Intermediate
NA18915	-22.0668	Intermediate
NA18916	-22.385400000000004	Intermediate
NA18917	-22.905	Intermediate
NA18923	-21.1594	Intermediate
NA18924	-20.202299999999997	High
NA18933	-23.630000000000003	Low
NA18934	-22.6025	Intermediate
NA18939	-24.729399999999995	Low
NA18940	-21.2118	Intermediate
NA18941	-23.9812	Low
NA18942	-21.6468	Intermediate
NA18943	-22.72320000000001	Intermediate
NA18944	-22.6015	Intermediate
NA18945	-21.9507	Intermediate
NA18946	-23.397900000000007	Low
NA18947	-22.7111	Intermediate
NA18948	-21.321500000000004	Intermediate
NA18949	-24.2126	Low
NA18950	-20.9003	Intermediate
NA18951	-23.392	Low
NA18952	-23.76750000000001	Low
NA18953	-24.151200000000003	Low
NA18954	-22.732700000000005	Intermediate
NA18956	-23.4968	Low
NA18957	-21.7849	Intermediate
NA18959	-20.323299999999996	High
NA18960	-24.889600000000005	Low
NA18961	-24.71259999999999	Low
NA18962	-22.071100000000005	Intermediate
NA18963	-23.0399	Intermediate
NA18964	-23.7935	Low
NA18965	-23.70640000000001	Low
NA18966	-21.815499999999997	Intermediate
NA18967	-24.044300000000007	Low
NA18968	-21.1086	Intermediate
NA18969	-21.4403	Intermediate
NA18970	-24.0998	Low
NA18971	-23.3149	Low
NA18972	-21.939100000000003	Intermediate
NA18973	-20.9184	Intermediate
NA18974	-22.2744	Intermediate
NA18975	-22.931400000000004	Intermediate
NA18976	-21.674	Intermediate
NA18977	-23.7305	Low
NA18978	-22.8588	Intermediate
NA18979	-21.5683	Intermediate
NA18980	-21.5162	Intermediate
NA18981	-20.791600000000003	Intermediate
NA18982	-23.359999999999992	Low
NA18983	-20.90729999999999	Intermediate
NA18984	-22.1558	Intermediate
NA18985	-19.436	High
NA18986	-23.129800000000003	Intermediate
NA18987	-23.341399999999997	Low
NA18988	-21.1862	Intermediate
NA18989	-20.397399999999998	Intermediate
NA18990	-21.7165	Intermediate
NA18991	-22.9796	Intermediate
NA18992	-19.7876	High
NA18993	-23.5285	Low
NA18994	-24.169500000000003	Low
NA18995	-20.369	Intermediate
NA18997	-19.4533	High
NA18998	-22.5348	Intermediate
NA18999	-22.974800000000005	Intermediate
NA19000	-20.0977	High
NA19001	-21.905300000000004	Intermediate
NA19002	-21.198099999999997	Intermediate
NA19003	-25.4764	Low
NA19004	-23.041999999999994	Intermediate
NA19005	-20.8964	Intermediate
NA19006	-20.0978	High
NA19007	-20.03	High
NA19009	-21.033999999999995	Intermediate
NA19010	-22.8615	Intermediate
NA19011	-23.5361	Low
NA19012	-23.9472	Low
NA19017	-21.511799999999997	Intermediate
NA19019	-21.876	Intermediate
NA19020	-20.291100000000007	High
NA19023	-19.324300000000004	High
NA19024	-20.389000000000003	Intermediate
NA19025	-22.454	Intermediate
NA19026	-21.8579	Intermediate
NA19027	-19.5972	High
NA19028	-21.4413	Intermediate
NA19030	-21.785499999999992	Intermediate
NA19031	-20.1505	High
NA19035	-23.3031	Low
NA19036	-18.6014	High
NA19037	-23.6462	Low
NA19038	-24.2109	Low
NA19041	-20.0592	High
NA19042	-20.90040000000001	Intermediate
NA19043	-22.8362	Intermediate
NA19054	-21.270000000000003	Intermediate
NA19055	-22.8679	Intermediate
NA19056	-22.775300000000005	Intermediate
NA19057	-20.4306	Intermediate
NA19058	-20.794300000000003	Intermediate
NA19059	-20.3093	High
NA19060	-23.326100000000007	Low
NA19062	-21.15190000000001	Intermediate
NA19063	-24.0411	Low
NA19064	-21.358200000000004	Intermediate
NA19065	-21.402399999999997	Intermediate
NA19066	-22.528299999999994	Intermediate
NA19067	-21.0783	Intermediate
NA19068	-23.4446	Low
NA19070	-20.12550000000001	High
NA19072	-20.515	Intermediate
NA19074	-23.5673	Low
NA19075	-22.37410000000001	Intermediate
NA19076	-24.71240000000001	Low
NA19077	-22.523600000000005	Intermediate
NA19078	-23.4685	Low
NA19079	-23.7295	Low
NA19080	-23.804900000000004	Low
NA19081	-22.950799999999997	Intermediate
NA19082	-24.768300000000004	Low
NA19083	-22.445799999999995	Intermediate
NA19084	-21.648399999999995	Intermediate
NA19085	-24.0981	Low
NA19086	-22.6855	Intermediate
NA19087	-23.434	Low
NA19088	-20.225000000000005	High
NA19089	-19.6062	High
NA19090	-23.5987	Low
NA19091	-21.71249999999999	Intermediate
NA19092	-24.6786	Low
NA19093	-22.3812	Intermediate
NA19095	-24.0591	Low
NA19096	-22.6663	Intermediate
NA19098	-20.819000000000003	Intermediate
NA19099	-22.8078	Intermediate
NA19102	-21.7265	Intermediate
NA19107	-19.361	High
NA19108	-20.7546	Intermediate
NA19113	-22.404100000000003	Intermediate
NA19114	-23.095300000000005	Intermediate
NA19116	-22.620400000000004	Intermediate
NA19117	-21.2849	Intermediate
NA19118	-22.5288	Intermediate
NA19119	-21.1525	Intermediate
NA19121	-23.3333	Low
NA19129	-22.245	Intermediate
NA19130	-23.2848	Low
NA19131	-20.4539	Intermediate
NA19137	-22.608400000000003	Intermediate
NA19138	-24.6713	Low
NA19141	-22.948400000000003	Intermediate
NA19143	-21.41200000000001	Intermediate
NA19144	-22.460500000000003	Intermediate
NA19146	-19.9143	High
NA19147	-22.6812	Intermediate
NA19149	-22.722800000000003	Intermediate
NA19152	-21.4596	Intermediate
NA19153	-21.1815	Intermediate
NA19159	-21.642000000000003	Intermediate
NA19160	-20.815	Intermediate
NA19171	-20.714	Intermediate
NA19172	-25.0392	Low
NA19175	-22.3761	Intermediate
NA19184	-22.860399999999995	Intermediate
NA19185	-24.1666	Low
NA19189	-21.3439	Intermediate
NA19190	-20.7042	Intermediate
NA19197	-23.83130000000001	Low
NA19198	-22.5502	Intermediate
NA19200	-22.6791	Intermediate
NA19201	-18.4682	High
NA19204	-21.421800000000005	Intermediate
NA19206	-23.5991	Low
NA19207	-23.0522	Intermediate
NA19209	-21.9071	Intermediate
NA19210	-21.488700000000005	Intermediate
NA19213	-22.3432	Intermediate
NA19214	-19.091700000000003	High
NA19222	-19.9017	High
NA19223	-21.297899999999995	Intermediate
NA19225	-23.341300000000004	Low
NA19235	-21.3597	Intermediate
NA19236	-21.144899999999996	Intermediate
NA19238	-22.6067	Intermediate
NA19239	-21.90590000000001	Intermediate
NA19247	-21.4433	Intermediate
NA19248	-21.1198	Intermediate
NA19256	-21.3044	Intermediate
NA19257	-22.0744	Intermediate
NA19307	-21.8241	Intermediate
NA19308	-20.492399999999996	Intermediate
NA19309	-20.596799999999995	Intermediate
NA19310	-22.4388	Intermediate
NA19312	-20.5833	Intermediate
NA19314	-19.800300000000004	High
NA19315	-21.474499999999995	Intermediate
NA19316	-22.5082	Intermediate
NA19317	-23.389100000000003	Low
NA19318	-21.0245	Intermediate
NA19319	-19.519299999999998	High
NA19320	-19.04	High
NA19321	-19.952000000000005	High
NA19323	-20.8117	Intermediate
NA19324	-21.239600000000003	Intermediate
NA19327	-22.1634	Intermediate
NA19328	-20.499900000000004	Intermediate
NA19331	-24.2058	Low
NA19332	-22.331000000000003	Intermediate
NA19334	-22.1987	Intermediate
NA19338	-21.1628	Intermediate
NA19346	-18.9388	High
NA19347	-21.080600000000004	Intermediate
NA19350	-21.771	Intermediate
NA19351	-23.1335	Intermediate
NA19355	-21.250900000000005	Intermediate
NA19360	-21.5615	Intermediate
NA19372	-23.332099999999997	Low
NA19374	-21.9929	Intermediate
NA19375	-21.4275	Intermediate
NA19376	-21.553300000000004	Intermediate
NA19377	-22.018999999999995	Intermediate
NA19378	-21.7034	Intermediate
NA19379	-23.2995	Low
NA19380	-21.0622	Intermediate
NA19383	-22.966600000000003	Intermediate
NA19384	-21.102300000000003	Intermediate
NA19385	-21.7894	Intermediate
NA19390	-21.656900000000004	Intermediate
NA19391	-22.760600000000004	Intermediate
NA19393	-20.266400000000004	High
NA19394	-22.2275	Intermediate
NA19395	-22.713000000000005	Intermediate
NA19397	-20.7511	Intermediate
NA19399	-18.188900000000007	High
NA19401	-20.28110000000001	High
NA19403	-23.349500000000003	Low
NA19404	-20.5754	Intermediate
NA19428	-20.7696	Intermediate
NA19429	-22.5338	Intermediate
NA19430	-22.4198	Intermediate
NA19431	-20.8094	Intermediate
NA19434	-17.987600000000004	High
NA19435	-20.5686	Intermediate
NA19436	-21.9532	Intermediate
NA19437	-23.2896	Low
NA19438	-21.983400000000003	Intermediate
NA19439	-23.650900000000004	Low
NA19440	-21.402999999999995	Intermediate
NA19443	-20.228	High
NA19445	-21.771899999999995	Intermediate
NA19446	-21.120000000000005	Intermediate
NA19448	-21.257300000000004	Intermediate
NA19449	-21.476399999999995	Intermediate
NA19451	-21.8208	Intermediate
NA19452	-20.2631	High
NA19454	-17.444000000000006	High
NA19455	-18.609700000000004	High
NA19456	-22.1304	Intermediate
NA19457	-21.8499	Intermediate
NA19461	-23.423099999999994	Low
NA19462	-20.5549	Intermediate
NA19463	-21.292099999999994	Intermediate
NA19466	-21.481800000000003	Intermediate
NA19467	-20.6866	Intermediate
NA19468	-22.152600000000007	Intermediate
NA19471	-20.191900000000004	High
NA19472	-22.475500000000004	Intermediate
NA19473	-20.465100000000007	Intermediate
NA19474	-20.715100000000003	Intermediate
NA19475	-21.3472	Intermediate
NA19625	-21.8988	Intermediate
NA19648	-23.0586	Intermediate
NA19649	-22.4361	Intermediate
NA19651	-23.4462	Low
NA19652	-23.44290000000001	Low
NA19654	-25.244800000000005	Low
NA19655	-23.954699999999992	Low
NA19657	-21.6251	Intermediate
NA19658	-20.4786	Intermediate
NA19661	-21.6794	Intermediate
NA19663	-22.473500000000005	Intermediate
NA19664	-19.625200000000003	High
NA19669	-19.597	High
NA19670	-20.140200000000007	High
NA19676	-22.4536	Intermediate
NA19678	-23.0054	Intermediate
NA19679	-20.136	High
NA19681	-22.6296	Intermediate
NA19682	-23.137799999999995	Intermediate
NA19684	-21.347200000000004	Intermediate
NA19700	-21.459200000000003	Intermediate
NA19701	-24.115400000000005	Low
NA19703	-23.29470000000001	Low
NA19704	-21.733	Intermediate
NA19707	-22.829700000000003	Intermediate
NA19711	-20.877300000000005	Intermediate
NA19712	-21.7535	Intermediate
NA19713	-23.0287	Intermediate
NA19716	-19.345	High
NA19717	-25.3684	Low
NA19719	-16.6778	High
NA19720	-22.722600000000003	Intermediate
NA19722	-24.330600000000008	Low
NA19723	-24.0883	Low
NA19725	-22.18350000000001	Intermediate
NA19726	-24.847900000000006	Low
NA19728	-22.8047	Intermediate
NA19729	-24.1058	Low
NA19731	-21.8892	Intermediate
NA19732	-21.91	Intermediate
NA19734	-22.3485	Intermediate
NA19735	-18.271799999999995	High
NA19740	-22.206	Intermediate
NA19741	-20.5101	Intermediate
NA19746	-20.6249	Intermediate
NA19747	-23.521600000000007	Low
NA19749	-23.370800000000006	Low
NA19750	-19.94430000000001	High
NA19752	-25.5038	Low
NA19755	-18.7342	High
NA19756	-24.7647	Low
NA19758	-22.3703	Intermediate
NA19759	-24.7988	Low
NA19761	-22.233400000000003	Intermediate
NA19762	-24.6814	Low
NA19764	-20.3818	Intermediate
NA19770	-26.0856	Low
NA19771	-22.151499999999995	Intermediate
NA19773	-21.385700000000007	Intermediate
NA19774	-23.2062	Intermediate
NA19776	-20.4861	Intermediate
NA19777	-23.5535	Low
NA19779	-22.603500000000004	Intermediate
NA19780	-24.371	Low
NA19782	-22.219199999999997	Intermediate
NA19783	-20.014199999999995	High
NA19785	-23.129700000000003	Intermediate
NA19786	-22.7764	Intermediate
NA19788	-20.7217	Intermediate
NA19789	-22.7618	Intermediate
NA19792	-20.6846	Intermediate
NA19794	-22.66390000000001	Intermediate
NA19795	-22.3912	Intermediate
NA19818	-22.9136	Intermediate
NA19819	-22.539	Intermediate
NA19834	-20.62560000000001	Intermediate
NA19835	-19.9211	High
NA19900	-22.81479999999999	Intermediate
NA19901	-21.130700000000004	Intermediate
NA19904	-24.0605	Low
NA19908	-21.241300000000003	Intermediate
NA19909	-23.62440000000001	Low
NA19913	-23.7693	Low
NA19914	-19.2768	High
NA19916	-22.2596	Intermediate
NA19917	-20.768400000000003	Intermediate
NA19920	-21.5592	Intermediate
NA19921	-20.418699999999998	Intermediate
NA19922	-21.777500000000003	Intermediate
NA19923	-21.9492	Intermediate
NA19982	-20.9899	Intermediate
NA19984	-22.207200000000004	Intermediate
NA20126	-23.338300000000004	Low
NA20127	-20.0704	High
NA20274	-21.0571	Intermediate
NA20276	-21.4271	Intermediate
NA20278	-23.9658	Low
NA20281	-20.1969	High
NA20282	-22.8378	Intermediate
NA20287	-21.314	Intermediate
NA20289	-24.6454	Low
NA20291	-20.2498	High
NA20294	-21.8287	Intermediate
NA20296	-20.252199999999995	High
NA20298	-21.42279999999999	Intermediate
NA20299	-22.476399999999995	Intermediate
NA20314	-21.698000000000004	Intermediate
NA20317	-22.3676	Intermediate
NA20318	-24.14430000000001	Low
NA20320	-23.0184	Intermediate
NA20321	-21.671800000000005	Intermediate
NA20332	-21.663000000000004	Intermediate
NA20334	-17.618499999999994	High
NA20339	-20.773800000000005	Intermediate
NA20340	-22.3691	Intermediate
NA20342	-21.3825	Intermediate
NA20346	-20.43360000000001	Intermediate
NA20348	-21.5755	Intermediate
NA20351	-23.9617	Low
NA20355	-21.122000000000007	Intermediate
NA20356	-20.2714	High
NA20357	-23.7958	Low
NA20359	-24.5057	Low
NA20362	-24.8882	Low
NA20412	-21.07370000000001	Intermediate
NA20502	-22.346300000000003	Intermediate
NA20503	-22.6826	Intermediate
NA20504	-21.4509	Intermediate
NA20505	-21.9788	Intermediate
NA20506	-22.4502	Intermediate
NA20507	-21.233400000000003	Intermediate
NA20508	-20.675	Intermediate
NA20509	-24.048	Low
NA20510	-23.4882	Low
NA20511	-25.4312	Low
NA20512	-21.290599999999998	Intermediate
NA20513	-22.015300000000003	Intermediate
NA20514	-18.3476	High
NA20515	-19.5652	High
NA20516	-20.8707	Intermediate
NA20517	-19.19879999999999	High
NA20518	-20.39850000000001	Intermediate
NA20519	-24.084699999999994	Low
NA20520	-20.697500000000005	Intermediate
NA20521	-22.3728	Intermediate
NA20522	-23.5286	Low
NA20524	-18.527999999999995	High
NA20525	-21.0315	Intermediate
NA20527	-20.567300000000003	Intermediate
NA20528	-22.404100000000003	Intermediate
NA20529	-21.6804	Intermediate
NA20530	-24.1347	Low
NA20531	-20.7959	Intermediate
NA20532	-22.335299999999997	Intermediate
NA20533	-19.667900000000003	High
NA20534	-18.7863	High
NA20535	-21.410599999999995	Intermediate
NA20536	-21.679900000000004	Intermediate
NA20538	-22.3243	Intermediate
NA20539	-21.9685	Intermediate
NA20540	-23.180000000000007	Intermediate
NA20541	-21.04089999999999	Intermediate
NA20542	-23.5244	Low
NA20543	-19.4472	High
NA20544	-21.5173	Intermediate
NA20581	-20.798800000000004	Intermediate
NA20582	-20.518400000000003	Intermediate
NA20585	-19.75660000000001	High
NA20586	-21.4546	Intermediate
NA20587	-24.1351	Low
NA20588	-19.8789	High
NA20589	-22.61379999999999	Intermediate
NA20752	-21.8437	Intermediate
NA20753	-19.8051	High
NA20754	-19.575599999999994	High
NA20755	-19.527000000000005	High
NA20756	-22.021	Intermediate
NA20757	-21.0348	Intermediate
NA20758	-23.381400000000003	Low
NA20759	-21.159	Intermediate
NA20760	-23.1423	Intermediate
NA20761	-17.760700000000003	High
NA20762	-22.678400000000003	Intermediate
NA20763	-22.415	Intermediate
NA20764	-22.1399	Intermediate
NA20765	-24.788500000000003	Low
NA20766	-20.394000000000005	Intermediate
NA20767	-20.5692	Intermediate
NA20768	-23.22619999999999	Intermediate
NA20769	-18.714800000000004	High
NA20770	-26.903800000000004	Low
NA20771	-23.1514	Intermediate
NA20772	-23.1736	Intermediate
NA20773	-22.544100000000004	Intermediate
NA20774	-20.3423	Intermediate
NA20775	-19.55400000000001	High
NA20778	-21.5034	Intermediate
NA20783	-20.0622	High
NA20785	-23.0625	Intermediate
NA20786	-24.297500000000003	Low
NA20787	-19.194099999999995	High
NA20790	-21.7801	Intermediate
NA20792	-20.3366	High
NA20795	-21.5747	Intermediate
NA20796	-22.0966	Intermediate
NA20797	-23.157100000000007	Intermediate
NA20798	-25.25	Low
NA20799	-24.353199999999998	Low
NA20800	-22.5813	Intermediate
NA20801	-20.746	Intermediate
NA20802	-20.4775	Intermediate
NA20803	-22.2244	Intermediate
NA20804	-24.365900000000003	Low
NA20805	-22.1058	Intermediate
NA20806	-21.0285	Intermediate
NA20807	-21.5874	Intermediate
NA20808	-22.5214	Intermediate
NA20809	-22.1169	Intermediate
NA20810	-23.9614	Low
NA20811	-21.174000000000007	Intermediate
NA20812	-24.198999999999995	Low
NA20813	-25.0992	Low
NA20814	-21.6768	Intermediate
NA20815	-21.768600000000003	Intermediate
NA20818	-20.3088	High
NA20819	-23.0856	Intermediate
NA20821	-18.4262	High
NA20822	-19.6889	High
NA20826	-23.6004	Low
NA20827	-20.9908	Intermediate
NA20828	-23.845099999999995	Low
NA20832	-21.1081	Intermediate
NA20845	-22.2797	Intermediate
NA20846	-19.246500000000005	High
NA20847	-20.2268	High
NA20849	-19.8549	High
NA20850	-24.3703	Low
NA20851	-18.3708	High
NA20852	-22.419100000000004	Intermediate
NA20853	-17.734099999999998	High
NA20854	-20.879299999999997	Intermediate
NA20856	-20.5923	Intermediate
NA20858	-23.9051	Low
NA20859	-21.984500000000004	Intermediate
NA20861	-22.47809999999999	Intermediate
NA20862	-18.7273	High
NA20863	-21.4197	Intermediate
NA20864	-20.67890000000001	Intermediate
NA20866	-20.9284	Intermediate
NA20867	-20.3829	Intermediate
NA20868	-18.591499999999996	High
NA20869	-21.209200000000003	Intermediate
NA20870	-20.8144	Intermediate
NA20872	-22.150900000000004	Intermediate
NA20874	-20.53250000000001	Intermediate
NA20875	-22.9626	Intermediate
NA20876	-22.1134	Intermediate
NA20877	-20.6913	Intermediate
NA20878	-21.791600000000003	Intermediate
NA20881	-20.592899999999997	Intermediate
NA20882	-21.675	Intermediate
NA20884	-20.0559	High
NA20885	-18.739300000000007	High
NA20886	-25.0771	Low
NA20887	-21.457	Intermediate
NA20888	-22.8118	Intermediate
NA20889	-21.4787	Intermediate
NA20890	-21.7233	Intermediate
NA20891	-19.7776	High
NA20892	-20.5437	Intermediate
NA20894	-20.4769	Intermediate
NA20895	-20.3388	High
NA20896	-19.3195	High
NA20897	-22.3575	Intermediate
NA20899	-18.310400000000005	High
NA20900	-20.217	High
NA20901	-20.4769	Intermediate
NA20902	-23.051399999999997	Intermediate
NA20903	-21.819400000000005	Intermediate
NA20904	-23.8597	Low
NA20905	-21.3848	Intermediate
NA20906	-22.5651	Intermediate
NA20908	-19.7052	High
NA20910	-22.7384	Intermediate
NA20911	-22.0844	Intermediate
NA21086	-24.0461	Low
NA21087	-23.712200000000003	Low
NA21088	-22.1996	Intermediate
NA21089	-20.79469999999999	Intermediate
NA21090	-21.6904	Intermediate
NA21091	-19.6111	High
NA21092	-23.3492	Low
NA21093	-17.6918	High
NA21094	-23.3816	Low
NA21095	-21.1734	Intermediate
NA21097	-22.5605	Intermediate
NA21098	-18.804	High
NA21099	-20.33600000000001	High
NA21100	-21.8624	Intermediate
NA21101	-21.3034	Intermediate
NA21102	-19.788	High
NA21103	-22.6317	Intermediate
NA21104	-20.915399999999995	Intermediate
NA21105	-23.088400000000004	Intermediate
NA21106	-18.77330000000001	High
NA21107	-22.0498	Intermediate
NA21108	-21.135500000000004	Intermediate
NA21109	-19.901	High
NA21110	-19.3904	High
NA21111	-21.231	Intermediate
NA21112	-23.357100000000003	Low
NA21113	-21.750300000000006	Intermediate
NA21114	-23.7026	Low
NA21115	-22.0512	Intermediate
NA21116	-20.081200000000003	High
NA21117	-19.4868	High
NA21118	-22.4131	Intermediate
NA21119	-20.012299999999996	High
NA21120	-20.9577	Intermediate
NA21122	-20.759100000000004	Intermediate
NA21123	-19.789800000000003	High
NA21124	-24.077	Low
NA21125	-20.892	Intermediate
NA21126	-19.5339	High
NA21127	-19.87850000000001	High
NA21128	-19.8318	High
NA21129	-21.4201	Intermediate
NA21130	-20.5693	Intermediate
NA21133	-21.550400000000003	Intermediate
NA21135	-18.597400000000004	High
NA21137	-21.20779999999999	Intermediate
NA21141	-20.6915	Intermediate
NA21142	-17.8469	High
NA21143	-20.5915	Intermediate
NA21144	-22.4686	Intermediate
