IID	PRS	Risk_Group
NA20799	-0.979917	Intermediate
NA20800	-1.1384359999999998	Low
NA20801	-1.1141989999999995	Intermediate
NA20802	-1.262869	Low
NA20803	-1.2090110000000005	Low
NA20804	-1.2885260000000005	Low
NA20805	-0.693743	Intermediate
NA20806	-1.2284109999999997	Low
NA20807	-1.1269709999999995	Intermediate
NA20808	-1.3882709999999998	Low
NA20809	-1.051473	Intermediate
NA20810	-1.4257950000000004	Low
NA20811	-1.3386640000000003	Low
NA20812	-1.188343	Low
NA20813	-0.8240929999999997	Intermediate
NA20814	-1.3683799999999997	Low
NA20815	-1.188262	Low
NA20818	-1.381823	Low
NA20819	-1.612802	Low
NA20821	-1.097408	Intermediate
NA20822	-1.317322	Low
NA20826	-1.3993020000000005	Low
NA20827	-1.827051	Low
NA20828	-1.2644339999999996	Low
NA20832	-0.758199	Intermediate
NA20845	-1.1165799999999997	Intermediate
NA20846	-1.309779	Low
NA20847	-0.762702	Intermediate
NA20849	-1.290352	Low
NA20850	-1.0478189999999998	Intermediate
NA20851	-1.114896	Intermediate
NA20852	-1.0021410000000002	Intermediate
NA20853	-0.985054	Intermediate
NA20854	-1.2018240000000002	Low
NA20856	-0.950644	Intermediate
NA20858	-1.056601	Intermediate
NA20859	-0.2638	High
NA20861	-0.640641	Intermediate
NA20862	-1.189848	Low
NA20863	-1.1182	Intermediate
NA20864	-1.1613759999999995	Low
NA20866	-0.6322620000000001	Intermediate
NA20867	-1.014086	Intermediate
NA20868	-0.923645	Intermediate
NA20869	-0.4533189999999999	High
NA20870	-0.6425409999999999	Intermediate
NA20872	-1.251786	Low
NA20874	-0.954231	Intermediate
NA20875	-0.7943739999999998	Intermediate
NA20876	-1.0543829999999998	Intermediate
NA20877	-1.100434	Intermediate
NA20878	-1.0866840000000002	Intermediate
NA20881	-1.190276	Low
NA20882	-0.7365169999999999	Intermediate
NA20884	-1.1125009999999995	Intermediate
NA20885	-0.860769	Intermediate
NA20886	-0.989709	Intermediate
NA20887	-0.950084	Intermediate
NA20888	-0.7495130000000001	Intermediate
NA20889	-1.0910660000000003	Intermediate
NA20890	-1.136289	Intermediate
NA20891	-1.718094	Low
NA20892	-1.305082	Low
NA20894	-1.268013	Low
NA20895	-1.390446	Low
NA20896	-0.737826	Intermediate
NA20897	-0.919022	Intermediate
NA20899	-1.046787	Intermediate
NA20900	-0.8474809999999999	Intermediate
NA20901	-0.7786780000000001	Intermediate
NA20902	-1.262339	Low
NA20903	-1.0829640000000005	Intermediate
NA20904	-1.5345640000000005	Low
NA20905	-1.0427730000000002	Intermediate
NA20906	-0.8139680000000001	Intermediate
NA20908	-1.0228980000000003	Intermediate
NA20910	-1.109185	Intermediate
NA20911	-1.4971370000000002	Low
NA21086	-0.6729580000000002	Intermediate
NA21087	-0.9069339999999998	Intermediate
NA21088	-1.186952	Low
NA21089	-1.094092	Intermediate
NA21090	-1.187086	Low
NA21091	-0.6227269999999999	Intermediate
NA21092	-0.703331	Intermediate
NA21093	-1.239709	Low
NA21094	-1.0723350000000005	Intermediate
NA21095	-1.0017979999999995	Intermediate
NA21097	-0.8143750000000001	Intermediate
NA21098	-0.571133	High
NA21099	-0.913433	Intermediate
NA21100	-0.8781130000000003	Intermediate
NA21101	-1.0364350000000002	Intermediate
NA21102	-0.418116	High
NA21103	-1.125649	Intermediate
NA21104	-0.97213	Intermediate
NA21105	-0.8418679999999998	Intermediate
NA21106	-0.960222	Intermediate
NA21107	-1.349318	Low
NA21108	-1.0714019999999995	Intermediate
NA21109	-0.960603	Intermediate
NA21110	-0.929541	Intermediate
NA21111	-0.9716339999999998	Intermediate
NA21112	-1.138953	Low
NA21113	-0.6765700000000001	Intermediate
NA21114	-0.8060489999999999	Intermediate
NA21115	-1.433055	Low
NA21116	-1.2866299999999995	Low
NA21117	-1.067139	Intermediate
NA21118	-1.036102	Intermediate
NA21119	-0.640616	Intermediate
NA21120	-1.0321149999999997	Intermediate
NA21122	-0.605443	Intermediate
NA21123	-0.572993	Intermediate
NA21124	-1.322977	Low
NA21125	-1.380841	Low
NA21126	-1.171779	Low
NA21127	-1.0622990000000003	Intermediate
NA21128	-0.931796	Intermediate
NA21129	-0.7838930000000001	Intermediate
NA21130	-1.2258810000000002	Low
NA21133	-0.8732789999999999	Intermediate
NA21135	-0.7760220000000001	Intermediate
NA21137	-1.1071350000000004	Intermediate
NA21141	-1.238312	Low
NA21142	-0.75759	Intermediate
NA21143	-1.144509	Low
NA21144	-0.8958710000000001	Intermediate
